drug,protein
U756,7157
U756,1029
U756,862
U756,51191
U756,983
U756,890
U756,891
U756,1026
U756,581
U756,54205
U756,10598
U756,4193
U756,596
U756,10197
U756,2538
U756,3630
U756,324
U756,3162
U756,3383
U756,2206
U756,2208
U756,3596
U756,5925
U756,7226
U756,2099
U756,31
U756,8644
U756,894
U756,1017
U756,1019
U756,1021
U756,9521
U756,4953
U756,5709
U756,6528
U756,5328
U756,5054
U756,4318
U756,486
U756,79719
U756,8517
U756,3725
U756,2353
U756,7124
U756,4312
U756,367
U756,3458
U756,3558
U756,3643
U756,6517
U756,29880
U756,4973
U756,6203
U756,1586
U756,1589
U756,3065
U756,51478
U756,2167
U756,6319
U756,7852
U756,952
U756,1803
U756,1025
U756,3569
U756,7099
U756,3586
U756,6513
U756,5465
U756,3717
U756,4790
U756,1432
U756,728
U756,9446
U756,5468
U756,558
U756,3290
U756,292
U756,8795
U756,4609
U756,4586
U756,5594
U756,6714
U756,3181
U756,9518
U756,1147
U756,3308
U756,6615
U756,3576
U756,8797
U756,29126
U756,10026
U756,8850
U756,6098
U756,355
U756,219770
U756,2100
U756,5530
U756,3551
U756,6590
U756,2950
U756,240
U756,1576
U756,5599
U756,6772
U756,1545
U756,1544
U756,8856
U756,9970
U756,196
U756,7412
U756,6401
U756,2944
U756,2946
U756,7498
U756,3037
U756,2101
U756,50943
U756,329
U756,330
U756,7082
U756,659
U756,6197
U756,5341
U756,55968
U756,90550
U756,9075
U756,1610
U756,3320
U756,4282
U756,6564
U756,5742
U756,7150
U756,2697
U756,5733
U756,4313
U756,6373
U756,2920
U756,2064
U756,9429
U756,8816
U756,5327
U756,142
U756,11200
U756,3309
U756,3553
U756,847
U756,841
U756,1364
U756,332
U756,4353
U756,5467
U756,6347
U756,857
U756,1277
U756,50506
U756,3297
U756,3552
U756,4846
U756,3315
U756,4780
U756,1401
U756,3627
U756,6696
U756,650
U756,860
U756,1281
U756,7040
U756,11186
U756,7153
U756,1869
U756,1870
U756,55
U756,1509
U756,7056
U756,3486
U756,3481
U756,6649
U756,8972
U756,3659
U756,5447
U756,5728
U756,5578
U756,2065
U756,5444
U756,5579
U756,5894
U756,2002
U756,2152
U756,1950
U756,5118
U756,9520
U756,3099
U756,4824
U756,1728
U756,5921
U756,6783
U756,653361
U756,1558
U756,8288
U756,5563
U756,23028
U756,4217
U756,10628
U756,9963
U756,7190
U756,7295
U756,7299
U756,7431
U756,2710
U756,7494
U756,7057
U756,7421
U756,19
U756,6774
U756,1392
U756,672
U756,6566
U756,2475
U756,5580
U756,51085
U756,627
U756,10062
U756,23373
U756,283871
U756,5806
U756,9212
U756,1051
U756,2147
U756,10595
U756,999
U756,43
U756,114548
U756,2548
U756,9370
U756,4204
U756,7384
U756,4729
U756,80331
U756,3178
U756,1557
U756,54600
U756,23411
U756,5595
U756,8061
U756,4067
U756,4128
U756,200959
U756,1965
U756,84329
U756,5025
U756,5781
U756,1571
U756,3949
U756,9100
U756,348
U756,1312
U756,3795
U756,2645
U756,2194
U756,1385
U756,1958
U756,4899
U756,7122
U756,51176
U756,8312
U756,8313
U756,3605
U756,468
U756,5291
U756,4803
U756,2185
U756,1499
U757,7124
U757,3383
U757,3725
U757,5970
U757,4843
U757,7412
U757,2335
U757,9600
U757,3676
U757,7011
U757,4780
U757,3162
U757,836
U757,7422
U757,5111
U757,1432
U757,1571
U757,5594
U757,5595
U84,6647
U84,64780
U84,1514
U84,1956
U84,3725
U84,5292
U84,3091
U84,836
U84,4790
U84,1728
U84,4129
U84,1385
U84,5594
U84,5465
U84,1610
U84,3320
U84,4282
U84,6564
U84,891
U84,995
U84,5347
U84,983
U84,2810
U84,581
U84,842
U84,317
U84,596
U84,1384
U84,2099
U84,4318
U84,367
U84,3458
U84,5743
U84,5551
U84,3916
U84,3162
U84,1576
U84,1544
U84,213
U84,857
U84,207
U84,1499
U84,4609
U84,840
U84,841
U84,4313
U84,7422
U84,2152
U84,2697
U84,4312
U84,4319
U84,6256
U84,1050
U84,5354
U84,1636
U84,706
U84,3156
U84,4864
U84,351
U84,6721
U84,338
U84,29881
U84,19
U84,38
U84,7124
U84,64240
U84,3565
U84,4851
U84,999
U84,22796
U84,6095
U84,4035
U84,975
U84,343
U84,489
U84,166929
U84,5579
U84,7180
U84,406961
U84,358
U84,6342
U84,55324
U84,2101
U84,116150
U84,406937
U84,949
U84,1649
U84,23643
U84,10858
U84,5444
U84,834
U84,6608
U84,3553
U84,29886
U84,4354
U84,23411
U84,255738
U84,23621
U84,2246
U84,23373
U84,9290
U84,3920
U84,6469
U84,859
U84,1482
U84,4023
U84,22937
U84,64241
U84,3949
U84,6770
U84,2346
U84,3291
U84,3481
U84,653509
U84,5313
U84,2729
U84,4128
U84,3845
U84,1717
U84,1137
U84,1139
U84,2353
U84,2100
U84,57104
U84,10062
U84,2066
U84,8744
U84,6507
U84,10013
U84,5058
U84,6774
U84,5595
U84,4803
U84,7412
U84,4659
U84,1394
U84,1395
U84,1393
U84,1958
U84,5744
U84,2908
U84,1814
U84,51738
U84,54790
U84,3094
U84,2571
U84,7431
U84,2520
U84,6464
U84,9607
U84,1113
U84,7365
U84,1490
U84,4170
U84,1000
U84,2312
U84,4255
U84,100133941
U84,1401
U84,1138
U84,627
U84,5243
U84,10718
U84,9619
U84,5291
U84,2548
U84,6527
U84,3820
U84,5222
U84,4582
U84,4843
U84,5970
U84,1543
U84,1545
U84,196
U84,1429
U84,27032
U84,1244
U84,7222
U84,162514
U84,5530
U84,240
U84,942
U84,10495
U84,43
U84,55107
U84,6523
U84,1909
U84,1906
U84,6009
U84,2252
U84,6416
U84,945
U84,5609
U84,2475
U758,4953
U759,836
U759,4133
U759,596
U759,842
U759,581
U759,3725
U759,5444
U759,841
U759,5578
U759,7040
U759,5563
U759,1906
U759,2194
U759,207
U759,2475
U759,6647
U759,847
U759,7422
U759,3091
U759,2099
U759,1244
U759,8856
U759,5321
U759,5743
U759,5970
U759,7157
U759,1026
U761,4318
U761,5970
U761,5582
U761,4792
U761,3725
U761,2353
U761,1386
U761,1385
U761,7124
U761,3553
U761,3569
U761,1437
U761,7157
U761,836
U761,596
U761,6401
U761,5175
U761,3383
U761,7422
U761,2247
U761,6774
U761,6714
U761,9479
U761,23542
U761,595
U761,598
U761,332
U761,4170
U761,5777
U761,5599
U761,2596
U761,50506
U761,4846
U761,4312
U761,4313
U761,4314
U761,4319
U761,5328
U761,1508
U761,2194
U761,5770
U761,3636
U761,5743
U761,5733
U761,5742
U761,9516
U761,841
U761,581
U761,894
U761,51191
U761,1017
U761,1019
U761,1021
U761,1026
U761,356
U761,4843
U761,43
U761,834
U761,842
U761,339221
U761,1401
U761,23621
U761,476
U761,5468
U761,6271
U761,207
U761,10062
U761,18
U761,54659
U761,5243
U761,1499
U761,2099
U761,355
U761,331
U761,276
U761,5465
U761,2548
U761,4586
U761,7412
U761,7852
U761,54658
U761,25818
U761,4790
U761,8856
U761,7291
U761,316
U761,2224
U761,4852
U761,135
U761,4353
U100,5222
U100,4582
U100,4843
U100,5970
U100,5743
U100,1543
U100,1545
U100,196
U100,1429
U100,27032
U100,1244
U100,7222
U100,162514
U100,5530
U100,240
U100,4128
U100,4129
U100,942
U100,10495
U100,43
U100,55107
U100,1137
U100,7124
U100,3553
U100,3565
U100,3567
U100,5625
U100,8989
U100,79054
U100,4353
U100,7442
U100,1544
U100,11104
U100,135
U100,5465
U100,4852
U100,6648
U100,3065
U100,7054
U100,231
U100,836
U100,4133
U100,842
U100,581
U100,3725
U100,5444
U100,841
U100,5578
U100,7040
U100,5563
U100,1906
U100,7082
U100,4790
U100,2224
U100,3569
U100,8877
U762,4790
U762,1728
U762,4129
U762,1385
U762,5594
U762,5599
U762,6720
U762,4314
U762,3458
U762,5743
U762,51094
U762,4128
U762,3308
U762,7299
U762,7306
U762,1638
U762,5970
U762,4792
U762,3576
U762,6347
U762,6774
U762,5742
U762,7150
U762,3725
U762,2697
U762,5733
U762,4843
U762,4312
U762,4313
U762,4318
U762,1956
U762,6373
U762,2920
U762,207
U762,2950
U762,7124
U762,2064
U762,240
U762,3383
U762,9429
U762,8816
U762,5327
U762,5328
U762,142
U762,8856
U762,9970
U762,196
U762,5468
U762,891
U762,983
U762,1026
U762,5925
U762,11200
U762,3309
U762,7412
U762,6401
U762,3569
U762,3553
U762,596
U762,581
U762,836
U762,31
U762,3558
U762,847
U762,6647
U762,3643
U762,6517
U762,598
U762,841
U762,842
U762,1364
U762,332
U762,4353
U762,5465
U762,5467
U762,1543
U762,1545
U762,1576
U762,3091
U762,857
U762,1277
U762,50506
U762,3297
U762,595
U762,7157
U762,3552
U762,4846
U762,7422
U762,3586
U762,3315
U762,4780
U762,1401
U762,3627
U762,3692
U762,1147
U762,6772
U762,10598
U762,5054
U762,6696
U762,650
U762,860
U762,2932
U762,1281
U762,7040
U762,1544
U762,2099
U762,1029
U762,11186
U762,7153
U762,4609
U762,862
U762,51191
U762,1869
U762,1870
U762,55
U762,1509
U762,7056
U762,367
U762,3486
U762,3481
U762,6649
U762,8972
U762,959
U762,3659
U762,3162
U762,5447
U762,5728
U762,5709
U762,5578
U762,2065
U762,2100
U762,5444
U762,5579
U762,5894
U762,2002
U762,2152
U762,7498
U762,1950
U762,5118
U762,9520
U762,3099
U762,4824
U762,4953
U762,5921
U762,2353
U762,6783
U762,2944
U762,2946
U762,3037
U762,653361
U762,1558
U762,8288
U762,5563
U762,23028
U762,4217
U762,10628
U762,9963
U762,7190
U762,3320
U762,7295
U762,7431
U762,2710
U762,7494
U762,7057
U762,7421
U762,5562
U762,19
U762,1392
U762,672
U762,6566
U762,8795
U762,2475
U762,5580
U762,3717
U762,51085
U762,627
U762,10062
U762,23373
U762,283871
U762,4170
U762,5806
U762,9212
U762,6513
U762,1051
U762,6590
U762,2147
U762,10595
U762,999
U762,43
U762,114548
U762,2548
U762,9370
U762,4204
U762,7384
U762,4729
U762,80331
U762,3178
U762,1557
U762,1432
U762,54600
U762,23411
U762,5595
U762,7082
U762,8061
U762,4067
U762,200959
U762,1965
U762,84329
U762,4586
U762,5025
U762,5781
U762,1571
U762,3949
U762,9100
U762,348
U762,1312
U762,3795
U762,2645
U762,2194
U762,6319
U762,1958
U762,4899
U762,7122
U762,51176
U762,8312
U762,8313
U762,3605
U762,468
U762,5291
U762,4803
U762,2185
U762,1499
U762,5914
U763,4790
U763,1728
U763,4129
U763,1385
U763,5594
U763,5599
U763,6720
U763,4314
U763,3458
U763,5743
U763,51094
U763,4128
U763,3308
U763,7299
U763,7306
U763,1638
U763,5970
U763,4792
U763,3576
U763,6347
U763,6774
U763,5742
U763,7150
U763,3725
U763,2697
U763,5733
U763,4843
U763,4312
U763,4313
U763,4318
U763,1956
U763,6373
U763,2920
U763,207
U763,2950
U763,7124
U763,2064
U763,240
U763,3383
U763,9429
U763,8816
U763,5327
U763,5328
U763,142
U763,8856
U763,9970
U763,196
U763,5468
U763,891
U763,983
U763,1026
U763,5925
U763,11200
U763,3309
U763,7412
U763,6401
U763,3569
U763,3553
U763,596
U763,581
U763,836
U763,31
U763,3558
U763,847
U763,6647
U763,3643
U763,6517
U763,598
U763,841
U763,842
U763,1364
U763,332
U763,4353
U763,5465
U763,5467
U763,1543
U763,1545
U763,1576
U763,3091
U763,857
U763,1277
U763,50506
U763,3297
U763,595
U763,7157
U763,3552
U763,4846
U763,7422
U763,3586
U763,3315
U763,4780
U763,1401
U763,3627
U763,3692
U763,1147
U763,6772
U763,10598
U763,5054
U763,6696
U763,650
U763,860
U763,2932
U763,1281
U763,7040
U763,1544
U763,2099
U763,1029
U763,11186
U763,7153
U763,4609
U763,862
U763,51191
U763,1869
U763,1870
U763,55
U763,1509
U763,7056
U763,367
U763,3486
U763,3481
U763,6649
U763,8972
U763,959
U763,3659
U763,3162
U763,5447
U763,5728
U763,5709
U763,5578
U763,2065
U763,2100
U763,5444
U763,5579
U763,5894
U763,2002
U763,2152
U763,7498
U763,1950
U763,5118
U763,9520
U763,3099
U763,4824
U763,4953
U763,5921
U763,2353
U763,6783
U763,2944
U763,2946
U763,3037
U763,653361
U763,1558
U763,8288
U763,5563
U763,23028
U763,4217
U763,10628
U763,9963
U763,7190
U763,3320
U763,7295
U763,7431
U763,2710
U763,7494
U763,7057
U763,7421
U763,5562
U763,19
U763,1392
U763,672
U763,6566
U763,8795
U763,2475
U763,5580
U763,3717
U763,51085
U763,627
U763,10062
U763,23373
U763,283871
U763,4170
U763,5806
U763,9212
U763,6513
U763,1051
U763,6590
U763,2147
U763,10595
U763,999
U763,43
U763,114548
U763,2548
U763,9370
U763,4204
U763,7384
U763,4729
U763,80331
U763,3178
U763,1557
U763,1432
U763,54600
U763,23411
U763,5595
U763,7082
U763,8061
U763,4067
U763,200959
U763,1965
U763,84329
U763,4586
U763,5025
U763,5781
U763,1571
U763,3949
U763,9100
U763,348
U763,1312
U763,3795
U763,2645
U763,2194
U763,6319
U763,1958
U763,4899
U763,7122
U763,51176
U763,8312
U763,8313
U763,3605
U763,468
U763,5291
U763,4803
U763,2185
U763,1499
U763,5914
U1030,7124
U1030,3553
U1030,3565
U1030,3567
U1030,5625
U1030,43
U1030,8989
U1030,79054
U1030,4353
U1030,196
U1030,7442
U1030,3065
U1030,3931
U1030,10280
U1030,5222
U1030,4582
U1030,4843
U1030,5970
U1030,5743
U1030,1543
U1030,1545
U1030,1429
U1030,27032
U1030,1244
U1030,7222
U1030,162514
U1030,5530
U1030,240
U1030,4128
U1030,4129
U1030,942
U1030,10495
U1030,55107
U1030,316
U1030,3569
U1030,581
U1030,842
U1030,836
U1030,596
U1030,7157
U1030,2224
U1030,4852
U1030,135
U1030,4790
U85,5742
U85,5743
U85,6403
U85,43
U85,2670
U85,3481
U85,5879
U85,1543
U85,7124
U85,695
U85,5579
U85,240
U85,7150
U85,5595
U85,5594
U85,1557
U85,4790
U85,590
U85,1544
U85,3162
U85,7099
U85,4780
U85,1559
U85,1075
U85,1565
U85,1576
U85,3783
U85,2694
U85,2548
U85,2538
U85,5468
U85,596
U85,7422
U85,4851
U85,51135
U85,7097
U85,3067
U85,5599
U85,5578
U85,5582
U85,5590
U85,8972
U85,207
U85,3586
U85,5728
U85,728411
U85,1277
U85,6584
U85,5130
U85,834
U85,116236
U85,55937
U85,7534
U85,200186
U85,2980
U85,3416
U85,2736
U85,3552
U85,836
U85,6667
U85,339221
U85,1375
U85,5770
U85,983
U85,5243
U85,10013
U85,4953
U85,2152
U85,58157
U85,7299
U85,5816
U85,3208
U85,1499
U85,5562
U85,4128
U85,3576
U85,5604
U85,5605
U85,8682
U85,7001
U85,2026
U85,3383
U85,4878
U85,5443
U85,3934
U85,5465
U85,6319
U85,2353
U85,4879
U85,7941
U85,6347
U85,3725
U85,4776
U85,283871
U85,10135
U765,3725
U765,5594
U765,4318
U765,162514
U765,57787
U765,5591
U765,7442
U765,317
U765,6517
U765,8989
U765,54205
U765,581
U765,5468
U765,8972
U765,2152
U765,58157
U765,43
U765,7299
U765,5770
U765,316
U765,26503
U765,1571
U765,1576
U765,1544
U765,3565
U765,3567
U765,3596
U765,2208
U765,4502
U765,598
U765,4609
U765,7042
U765,7043
U765,5617
U765,728
U765,59341
U765,4792
U765,4780
U765,7296
U765,5970
U765,3661
U765,7099
U765,5743
U765,3456
U765,2950
U765,2936
U765,7306
U765,4846
U765,3091
U765,761
U765,6360
U765,23621
U765,4790
U766,2194
U766,356
U766,7157
U766,842
U766,836
U766,4257
U766,64816
U766,993
U766,23300
U766,4843
U766,4780
U766,5594
U766,6817
U766,2052
U766,1586
U766,8644
U766,4313
U766,23621
U766,4025
U766,4790
U766,5243
U766,57787
U766,5294
U766,5580
U766,90865
U766,43
U766,8694
U766,4128
U766,22949
U766,1803
U766,4615
U766,4318
U766,847
U766,3162
U766,207
U766,5210
U766,5313
U766,6517
U766,7299
U766,2353
U766,4616
U766,1647
U769,5226
U769,7357
U770,5970
U770,4792
U770,3576
U770,2938
U770,2939
U770,2944
U770,2946
U770,2950
U770,4313
U770,4318
U770,7422
U770,5579
U770,3481
U770,1026
U770,8877
U770,367
U770,5243
U770,5599
U770,4129
U770,489
U770,4830
U770,4833
U770,7299
U770,2099
U770,4214
U770,627
U770,5582
U770,3725
U770,2353
U770,1386
U770,1385
U770,7124
U770,3553
U770,3569
U770,1437
U770,7157
U770,836
U770,596
U770,6401
U770,5175
U770,3383
U770,2247
U770,6774
U770,6714
U770,9479
U770,23542
U770,595
U770,598
U770,332
U770,4170
U770,5777
U770,2596
U770,50506
U770,4846
U770,4312
U770,4314
U770,4319
U770,5328
U770,1508
U770,2194
U770,5770
U770,3636
U770,5743
U770,5733
U770,5742
U770,9516
U770,841
U770,581
U770,894
U770,51191
U770,1017
U770,1019
U770,1021
U770,356
U770,4843
U770,43
U770,834
U770,842
U770,339221
U770,1401
U770,23621
U770,476
U770,5468
U770,6271
U770,207
U770,10062
U770,18
U770,54659
U770,1499
U770,355
U770,331
U770,276
U770,5465
U770,2548
U770,4586
U770,7412
U770,7852
U770,54658
U770,25818
U770,4790
U770,8856
U770,7291
U770,4257
U770,64816
U770,993
U770,23300
U770,4780
U770,5594
U770,6817
U770,2052
U770,1586
U770,8644
U770,4025
U770,57787
U770,5294
U770,5580
U770,90865
U770,8694
U770,4128
U770,22949
U770,1803
U770,4615
U770,847
U770,2923
U770,3586
U770,3162
U770,5550
U770,7097
U770,9025
U770,1432
U770,8517
U770,6720
U770,3458
U770,4363
U770,7150
U770,2697
U770,1956
U770,6373
U770,2920
U770,2064
U770,240
U770,9429
U770,8816
U770,5327
U770,142
U770,9970
U770,196
U770,891
U770,983
U770,5925
U770,11200
U770,3309
U770,31
U770,3558
U770,6647
U770,3643
U770,6517
U770,1364
U770,4353
U770,5467
U770,6347
U770,1543
U770,1545
U770,1576
U770,3091
U770,857
U770,1277
U770,3297
U770,3552
U770,3315
U770,3627
U770,3692
U770,1147
U770,6772
U770,10598
U770,5054
U770,6696
U770,650
U770,860
U770,2932
U770,1281
U770,7040
U770,1544
U770,1029
U770,11186
U770,7153
U770,4609
U770,862
U770,1869
U770,1870
U770,55
U770,1509
U770,7056
U770,3486
U770,6649
U770,8972
U770,959
U770,3659
U770,5447
U770,5728
U770,5709
U770,5578
U770,2065
U770,2100
U770,5444
U770,5894
U770,2002
U770,2152
U770,7498
U770,1950
U770,5118
U770,9520
U770,3099
U770,4824
U770,4953
U770,1728
U770,5921
U770,6783
U770,3037
U770,653361
U770,1558
U770,8288
U770,5563
U770,23028
U770,4217
U770,10628
U770,9963
U770,7190
U770,3320
U770,7295
U770,3308
U770,7431
U770,2710
U770,7494
U770,7057
U770,7421
U770,5562
U770,19
U770,1392
U770,672
U770,6566
U770,8795
U770,2475
U770,3717
U770,51085
U770,23373
U770,283871
U770,5806
U770,9212
U770,6513
U770,1051
U770,6590
U770,2147
U770,10595
U770,999
U770,114548
U770,9370
U770,4204
U770,7384
U770,4729
U770,80331
U770,3178
U770,1557
U770,54600
U770,23411
U770,5595
U770,7082
U770,8061
U770,4067
U770,200959
U770,1965
U770,84329
U770,5025
U770,5781
U770,1571
U770,3949
U770,9100
U770,348
U770,1312
U770,3795
U770,2645
U770,6319
U770,1958
U770,4899
U770,7122
U770,51176
U770,8312
U770,8313
U770,3605
U770,468
U770,5291
U770,4803
U770,2185
U770,23410
U770,7376
U770,11096
U770,5604
U770,4322
U770,6416
U770,6523
U770,108
U770,351
U770,5111
U770,9536
U770,3565
U770,83540
U770,4193
U770,840
U770,4233
U770,29110
U770,246
U770,1025
U770,22882
U770,406986
U770,9075
U770,4088
U770,7443
U770,3146
U770,373156
U770,135
U770,5581
U770,7015
U770,2078
U770,5764
U770,1244
U770,406921
U770,9734
U770,2322
U770,55107
U770,134
U770,2580
U770,6249
U770,80036
U770,6812
U770,4133
U770,10280
U770,3067
U770,2271
U770,9131
U770,2021
U770,637
U770,1906
U770,9388
U770,4001
U770,7528
U770,995
U770,5347
U770,2810
U770,317
U770,1384
U770,5551
U770,3916
U770,8841
U770,23581
U770,4014
U770,3727
U770,3429
U770,1977
U770,6198
U770,3726
U770,4489
U770,3848
U770,3858
U770,2355
U770,5341
U770,55968
U770,4502
U770,2312
U770,5320
U770,4023
U770,5644
U770,885
U770,4435
U770,2168
U770,5948
U770,3156
U770,4915
U770,7351
U770,3651
U770,6514
U770,3630
U770,118429
U770,5066
U770,5340
U770,7352
U770,7011
U770,2641
U770,1071
U770,5697
U770,6646
U770,2028
U770,23549
U770,2171
U770,4440
U770,360
U770,366
U770,2740
U770,3906
U770,6776
U770,6777
U770,279
U770,5590
U770,4284
U770,728411
U770,6584
U770,5130
U770,116236
U770,55937
U770,7534
U770,200186
U770,2980
U770,3416
U770,2736
U770,1588
U770,23678
U770,5406
U770,2206
U770,5924
U770,890
U770,6648
U770,54205
U770,5747
U770,920
U770,1137
U770,162514
U770,9962
U770,6667
U770,1375
U770,10013
U770,6524
U770,51129
U770,91749
U770,1266
U770,7306
U770,761
U770,8609
U770,1719
U770,7226
U770,8649
U770,2048
U770,6035
U770,3931
U770,2875
U770,1234
U770,3480
U770,823
U770,100506742
U770,84676
U770,114907
U770,2542
U770,2687
U770,84706
U770,10524
U770,958
U770,942
U770,6364
U770,4311
U770,51596
U770,2983
U770,4504
U770,1278
U770,4306
U770,1029
U770,3952
U770,4282
U770,10026
U770,6320
U770,1536
U770,1981
U770,1978
U770,7099
U770,1677
U770,858
U770,5211
U770,978
U770,5460
U770,1062
U770,2305
U770,7408
U770,1182
U770,6428
U770,55829
U770,7018
U770,29126
U770,3654
U770,10376
U770,84817
U770,8989
U770,2516
U770,9055
U770,538
U770,5311
U770,9833
U770,3708
U770,406937
U770,406959
U770,407053
U770,5573
U770,353376
U770,2729
U770,2937
U770,2902
U770,1636
U770,2891
U770,6261
U770,5732
U770,5734
U770,384
U770,5610
U770,5816
U770,1559
U770,3208
U770,590
U770,5605
U770,8682
U770,7001
U770,2026
U770,6360
U770,6403
U770,2670
U770,5879
U770,695
U770,1075
U770,1565
U770,3783
U770,2694
U770,2538
U770,4851
U770,51135
U770,4878
U770,5443
U770,3934
U770,4879
U770,7941
U770,4776
U770,2208
U770,3689
U770,728
U770,6915
U770,10544
U770,59
U770,9971
U770,2335
U770,5034
U770,100
U770,5530
U770,3551
U770,2101
U770,50943
U770,329
U770,330
U770,659
U770,6197
U770,90550
U770,949
U770,60
U770,7726
U770,6927
U770,3172
U770,213
U770,55818
U770,154
U770,9446
U770,4086
U770,3716
U770,948
U770,2534
U770,7054
U770,5105
U770,5624
U770,64866
U770,64400
U770,11156
U770,26574
U770,574447
U770,5292
U770,1020
U770,3614
U770,3615
U770,1513
U770,572
U770,2224
U770,4852
U771,8856
U771,1576
U771,1555
U771,11140
U771,2101
U771,2103
U771,2322
U771,248
U771,2100
U771,3931
U771,10280
U771,7124
U771,3586
U771,5728
U771,728411
U771,1277
U771,6584
U771,596
U771,5130
U771,7097
U771,834
U771,116236
U771,55937
U771,7534
U771,200186
U771,2980
U771,3416
U771,2736
U771,3552
U772,8856
U772,1576
U772,1555
U772,11140
U772,2101
U772,2103
U772,2322
U772,248
U772,2100
U772,3931
U772,10280
U772,7124
U772,3586
U772,5728
U772,728411
U772,1277
U772,6584
U772,596
U772,5130
U772,7097
U772,834
U772,116236
U772,55937
U772,7534
U772,200186
U772,2980
U772,3416
U772,2736
U772,3552
U772,2353
U683,3065
U774,7124
U774,3586
U774,5728
U774,728411
U774,1277
U774,6584
U774,596
U774,5130
U774,7097
U774,834
U774,116236
U774,55937
U774,7534
U774,200186
U774,2980
U774,3416
U774,2736
U774,3552
U774,4023
U774,1588
U774,847
U774,653361
U774,836
U774,23678
U774,5406
U774,1312
U774,3569
U774,1437
U774,2206
U774,5924
U774,240
U774,891
U774,1017
U774,890
U774,6647
U774,6648
U774,5327
U774,5328
U774,4312
U774,3037
U774,54205
U774,5747
U774,2548
U774,920
U774,5578
U774,5579
U774,5582
U774,5590
U774,8972
U774,207
U774,2194
U774,356
U774,7157
U774,842
U774,4257
U774,64816
U774,993
U774,23300
U774,4843
U774,4780
U774,5594
U774,6817
U774,2052
U774,1586
U774,8644
U774,4313
U774,23621
U774,4025
U774,4790
U774,5243
U774,57787
U774,5294
U774,5580
U774,90865
U774,43
U774,8694
U774,4128
U774,22949
U774,1803
U774,4615
U774,4318
U774,581
U774,6667
U774,339221
U774,1375
U774,5770
U774,983
U774,10013
U774,8609
U774,5468
U774,1719
U774,7226
U774,8649
U774,2048
U774,6035
U774,3931
U774,10280
U774,5970
U774,4792
U774,3725
U774,2353
U774,1386
U774,1385
U774,3553
U774,6401
U774,5175
U774,3383
U774,7422
U774,2247
U774,6774
U774,6714
U774,9479
U774,23542
U774,595
U774,598
U774,332
U774,4170
U774,5777
U774,5599
U774,2596
U774,50506
U774,4846
U774,4314
U774,4319
U774,1508
U774,3636
U774,5743
U774,5733
U774,5742
U774,9516
U774,841
U774,894
U774,51191
U774,1019
U774,1021
U774,1026
U774,1401
U774,476
U774,6271
U774,10062
U774,18
U774,54659
U774,1499
U774,2099
U774,355
U774,331
U774,276
U774,5465
U774,4586
U774,7412
U774,7852
U774,54658
U774,25818
U774,8856
U774,7291
U774,2729
U774,2937
U774,2902
U774,9429
U774,1636
U774,6347
U774,3558
U774,7498
U774,5447
U774,2891
U774,6261
U774,5732
U774,5734
U774,384
U774,3667
U774,9817
U774,1432
U774,4133
U774,5444
U774,7040
U774,5563
U774,1906
U774,5610
U774,5644
U774,885
U774,4435
U774,2168
U774,5948
U774,3156
U774,627
U774,4915
U774,5467
U774,7351
U774,2064
U774,4353
U774,3651
U774,6514
U774,3630
U774,118429
U774,5066
U774,5340
U774,6319
U774,7352
U774,7011
U774,5054
U774,2641
U774,1071
U774,5697
U774,6646
U774,2028
U774,23549
U774,2171
U774,4322
U774,4440
U774,360
U774,366
U774,2740
U774,3906
U774,6776
U774,6777
U774,7150
U774,2697
U774,1956
U774,6373
U774,2920
U774,2950
U774,8816
U774,142
U774,9970
U774,196
U774,5925
U774,11200
U774,3309
U774,3576
U774,31
U774,3458
U774,3643
U774,6517
U774,1364
U774,1543
U774,1545
U774,1576
U774,3091
U774,857
U774,3297
U774,3315
U774,3627
U774,3692
U774,1147
U774,6772
U774,10598
U774,6696
U774,650
U774,860
U774,2932
U774,1281
U774,1544
U774,1029
U774,11186
U774,7153
U774,4609
U774,862
U774,1869
U774,1870
U774,55
U774,1509
U774,7056
U774,367
U774,3486
U774,3481
U774,6649
U774,959
U774,3659
U774,3162
U774,5709
U774,2065
U774,2100
U774,5894
U774,2002
U774,2152
U774,1950
U774,5118
U774,9520
U774,3099
U774,4824
U774,4953
U774,1728
U774,5921
U774,6783
U774,2944
U774,2946
U774,1558
U774,8288
U774,23028
U774,4217
U774,10628
U774,9963
U774,7190
U774,3320
U774,7295
U774,7299
U774,3308
U774,7431
U774,2710
U774,7494
U774,7057
U774,7421
U774,5562
U774,19
U774,1392
U774,672
U774,6566
U774,8795
U774,2475
U774,3717
U774,51085
U774,23373
U774,283871
U774,5806
U774,9212
U774,6513
U774,1051
U774,6590
U774,2147
U774,10595
U774,999
U774,114548
U774,9370
U774,4204
U774,7384
U774,4729
U774,80331
U774,3178
U774,1557
U774,54600
U774,23411
U774,5595
U774,7082
U774,8061
U774,4067
U774,200959
U774,1965
U774,84329
U774,5025
U774,5781
U774,1571
U774,3949
U774,9100
U774,348
U774,3795
U774,2645
U774,1958
U774,4899
U774,7122
U774,51176
U774,8312
U774,8313
U774,3605
U774,468
U774,5291
U774,4803
U774,2185
U774,4878
U774,5443
U774,3934
U774,4879
U774,7941
U774,4776
U774,948
U774,55818
U774,154
U774,9446
U774,6416
U774,5604
U774,4323
U775,596
U775,3383
U775,4878
U775,5443
