symptom,protein
C0020438,2006
C0020438,3984
C0020438,2767
C0020438,142680
C0020438,26608
C0020438,9247
C0020438,1591
C0020438,9569
C0020438,55811
C0020438,1184
C0020438,5741
C0020438,10686
C0020438,5745
C0020438,1080
C0020438,7461
C0020438,249
C0020438,4952
C0020438,3758
C0020438,6557
C0020438,2969
C0020438,846
C0020538,9370
C0020538,4881
C0020538,4846
C0020538,5972
C0020538,5443
C0020538,335
C0020538,2161
C0020538,6403
C0020538,3643
C0020538,63929
C0020538,153
C0020538,1535
C0020538,6401
C0020538,1636
C0020538,118
C0020538,8991
C0020538,7941
C0020538,3818
C0020538,4883
C0020538,3240
C0020538,5311
C0020538,6559
C0020538,9404
C0020538,285973
C0020538,2642
C0020538,6557
C0020538,4221
C0020538,5740
C0020538,5054
C0020538,6530
C0020538,2784
C0020538,7056
C0020538,9622
C0020538,133
C0020538,23327
C0020538,338
C0020538,65266
C0020538,56729
C0020538,4879
C0020538,119
C0020538,55157
C0020538,185
C0020538,7222
C0020538,65125
C0020538,1287
C0020538,1909
C0020538,60674
C0020538,186
C0020538,1621
C0020538,2908
C0020538,1906
C0020538,5973
C0020538,4306
C0020538,151
C0020538,4922
C0020538,4843
C0020538,6548
C0020538,213
C0020538,3630
C0020538,5310
C0020538,4018
C0020538,183
C0020538,196047
C0020538,3291
C0020538,4023
C0020538,59272
C0020538,1401
C0020538,624
C0020538,1910
C0020538,51752
C0020538,5196
C0020538,5409
C0020538,4882
C0020538,4852
C0020538,6546
C0020538,1577
C0020538,1889
C0020538,146
C0020538,7224
C0020538,2868
C0020538,481
C0020538,155
C0020538,3952
C0020538,8490
C0020538,7450
C0020538,4878
C0020538,154
C0020538,5473
C0020538,3827
C0020538,4311
C0020538,2629
C0020538,5327
C0020538,1471
C0751837,2643
C0751837,158
C0751837,54704
C0751837,7436
C0751837,5582
C0751837,4983
C0751837,3064
C0751837,5611
C0751837,3295
C0751837,5621
C0751837,7054
C0751837,3748
C0751837,23345
C0751837,54840
C0751837,10479
C0751837,8867
C0751837,6548
C0751837,5173
C0751837,6687
C0751837,9895
C0751837,9096
C0751837,8398
C0751837,6925
C0751837,2332
C0751837,25814
C0751837,10939
C0751837,1938
C0751837,2895
C0751837,5660
C0751837,5428
C0751837,6908
C0751837,10528
C0751837,3752
C0751837,4361
C0751837,55129
C0751837,4359
C0751837,2395
C0751837,478
C0751837,9829
C0751837,5376
C0751837,10749
C0751837,4204
C0751837,950
C0751837,857
C0751837,50484
C0751837,51741
C0751837,6314
C0751837,1181
C0751837,8450
C0751837,4125
C0751837,6712
C0009460,3897
C0009460,23435
C0009460,56034
C0009460,93986
C0009460,2521
C0009460,9211
C0009460,5340
C0009460,11179
C0009460,2903
C0009460,9856
C0009460,5663
C0009460,23583
C0009460,84572
C0009460,203228
C0009460,27086
C0009460,5046
C0009460,152518
C0009460,80790
C0009460,51172
C0009460,84700
C0009460,64222
C0009460,7442
C0009460,2896
C0009460,4204
C0009460,26047
C0009460,4137
C0009460,5327
C0009460,9958
C0009460,875
C0009460,348
C0009460,9914
C0151825,4853
C0151825,3418
C0151825,7421
C0151825,10312
C0151825,540
C0151825,5251
C0151825,8074
C0151825,29887
C0151825,595
C0151825,7227
C0151825,2132
C0151825,4830
C0151825,54209
C0151825,6578
C0151825,760
C0151825,5167
C0151825,1513
C0151825,1594
C0151825,8792
C0151825,7305
C0151825,189
C0151825,22943
C0151825,8878
C0151825,3248
C0151825,7040
C0151825,1184
C0151825,2131
C0151825,7010
C0151825,7471
C0151825,23592
C0151825,5745
C0151825,1186
C0151825,8600
C0151825,5696
C0151825,1758
C0151825,1588
C0151825,2778
C0151825,950
C0151825,2629
C0151825,4041
C0151825,9663
C0151825,3417
C0162298,5077
C0162298,1302
C0162298,1293
C0162298,411
C0162298,658
C0162298,1836
C0162298,427
C0162298,5307
C0162298,23592
C0162298,10436
C0162298,2067
C0162298,2074
C0162298,22931
C0162298,3664
C0162298,7140
C0162298,3417
C0162298,2263
C0162298,3339
C0162298,2073
C0162298,4669
C0162298,10262
C0162298,8243
C0162298,26608
C0162298,1311
C0162298,6885
C0162298,22930
C0162298,5885
C0162298,1292
C0162298,875
C0162298,4604
C0162298,2969
C0162298,4010
C0162298,9927
C0162298,3418
C0162298,8200
C0162298,10847
C0162298,2201
C0162298,6473
C0162298,2006
C0162298,4053
C0162298,4148
C0162298,9569
C0162298,7317
C0162298,3248
C0162298,4322
C0162298,9719
C0162298,2200
C0162298,6448
C0162298,2720
C0162298,5745
C0162298,1303
C0162298,1280
C0162298,3081
C0162298,2146
C0162298,26191
C0162298,1291
C0162298,25836
C0162298,4882
C0162298,9126
C0162298,2799
C0162298,54507
C0162298,10269
C0162298,9031
C0162298,54808
C0162298,5982
C0162298,3984
C0162298,5352
C0162298,2316
C0162298,8815
C0162298,23483
C0162298,4318
C0162298,4000
C0162298,2990
C0162298,2068
C0162298,6567
C0162298,4621
C0162298,5130
C0162298,7136
C0162298,7461
C0162298,5696
C0162298,25782
C0162298,7169
C0162298,3425
C0086437,4853
C0086437,5295
C0086437,3835
C0086437,867
C0086437,5290
C0086437,26229
C0086437,2317
C0086437,11285
C0086437,10847
C0086437,1293
C0086437,5979
C0086437,715
C0086437,26123
C0086437,7048
C0086437,1278
C0086437,2006
C0086437,2332
C0086437,9509
C0086437,5176
C0086437,28960
C0086437,4998
C0086437,5076
C0086437,25942
C0086437,2623
C0086437,4088
C0086437,1947
C0086437,1311
C0086437,3759
C0086437,23483
C0086437,9469
C0086437,10484
C0086437,10516
C0086437,6497
C0086437,175
C0086437,9968
C0086437,2720
C0086437,1387
C0086437,8642
C0086437,5351
C0086437,538
C0086437,2033
C0086437,871
C0086437,1292
C0086437,5015
C0086437,51085
C0086437,2588
C0086437,8450
C0086437,6023
C0086437,8425
C0086437,1291
C0086437,4882
C0086437,23394
C0086437,1277
C0086437,1281
C0086437,6261
C0003862,9051
C0003862,1302
C0003862,3592
C0003862,5251
C0003862,715
C0003862,54209
C0003862,3663
C0003862,3077
C0003862,5336
C0003862,2717
C0003862,1230
C0003862,4210
C0003862,1836
C0003862,427
C0003862,355
C0003862,3717
C0003862,30061
C0003862,2072
C0003862,9663
C0003862,51604
C0003862,1440
C0003862,7099
C0003862,2073
C0003862,6578
C0003862,3115
C0003862,26608
C0003862,1311
C0003862,4313
C0003862,8302
C0003862,9469
C0003862,1235
C0003862,1493
C0003862,1297
C0003862,6775
C0003862,3106
C0003862,3586
C0003862,2969
C0003862,9935
C0003862,9927
C0003862,540
C0003862,7415
C0003862,6424
C0003862,6399
C0003862,7227
C0003862,7508
C0003862,1301
C0003862,2006
C0003862,7148
C0003862,54790
C0003862,4148
C0003862,3123
C0003862,9569
C0003862,7305
C0003862,3248
C0003862,3560
C0003862,5745
C0003862,720
C0003862,1280
C0003862,51752
C0003862,3081
C0003862,4282
C0003862,26191
C0003862,857
C0003862,1643
C0003862,4598
C0003862,919
C0003862,7507
C0003862,4853
C0003862,5657
C0003862,9031
C0003862,5982
C0003862,11277
C0003862,3557
C0003862,2057
C0003862,3569
C0003862,3984
C0003862,2071
C0003862,4352
C0003862,1298
C0003862,3559
C0003862,1299
C0003862,5580
C0003862,2068
C0003862,7297
C0003862,5696
C0003862,7461
C0003862,7132
C0003862,9049
C0003862,5771
C0152031,4010
C0152031,11200
C0152031,30061
C0152031,540
C0152031,3557
C0152031,2244
C0152031,3569
C0152031,6578
C0152031,3123
C0152031,3248
C0152031,3559
C0152031,427
C0152031,2243
C0152031,7297
C0152031,3560
C0152031,3081
C0152031,355
C0152031,26191
C0152031,4282
C0152031,6775
C0152031,4952
C0152031,9049
C0152031,919
C0152031,5771
C0152031,2266
C0035229,7080
C0035229,7356
C0035229,5265
C0035229,6440
C0035229,213
C0035229,5286
C0035229,6441
C0035229,5141
C0035229,2548
C0035229,7273
C0035229,3508
C0035229,1401
C0035229,2152
C0035229,1636
C0035229,1103
C0035229,1991
C0035229,7276
C0035229,57190
C0035229,249
C0035229,6439
C0035229,7084
C0035229,6521
C0035229,3908
C0035229,3576
C0035229,7124
C0035229,1639
C0231835,686
C0231835,37
C0231835,5096
C0231835,763
C0231835,59
C0231835,51025
C0231835,5826
C0231835,6440
C0231835,23090
C0231835,9786
C0231835,3508
C0231835,5019
C0231835,21
C0231835,3141
C0231835,10128
C0231835,846
C0231835,51524
C0231835,6439
C0231835,5095
C0231835,51259
C0013404,5216
C0013404,5446
C0013404,4744
C0013404,51604
C0013404,7248
C0013404,23435
C0013404,7454
C0013404,2043
C0013404,2521
C0013404,7415
C0013404,6311
C0013404,7456
C0013404,6331
C0013404,3909
C0013404,9782
C0013404,1439
C0013404,1824
C0013404,6576
C0013404,23479
C0013404,5265
C0013404,25978
C0013404,3043
C0013404,3178
C0013404,94
C0013404,2022
C0013404,54209
C0013404,5445
C0013404,6647
C0013404,3663
C0013404,3763
C0013404,29110
C0013404,23025
C0013404,2548
C0013404,3123
C0013404,11222
C0013404,9244
C0013404,29978
C0013404,9217
C0013404,8878
C0013404,338
C0013404,5444
C0013404,1776
C0013404,2203
C0013404,7414
C0013404,4879
C0013404,5630
C0013404,1235
C0013404,846
C0013404,546
C0013404,6609
C0013404,10891
C0013404,3918
C0013404,7249
C0013404,23594
C0013404,2066
C0013404,9896
C0013404,857
C0013404,3914
C0013404,2629
C0013404,6439
C0013404,3949
C0013404,659
C0013404,283
C0013404,10133
C0013404,26119
C0013404,1639
C0013404,1610
C0476273,2109
C0476273,9343
C0476273,2263
C0476273,7080
C0476273,2294
C0476273,8813
C0476273,1760
C0476273,7994
C0476273,1376
C0476273,6234
C0476273,10806
C0476273,2108
C0476273,1896
C0476273,6440
C0476273,112
C0476273,1340
C0476273,6662
C0476273,8506
C0476273,4998
C0476273,9131
C0476273,21
C0476273,3141
C0476273,2260
C0476273,1145
C0476273,9997
C0476273,1103
C0476273,1387
C0476273,10559
C0476273,2110
C0476273,1280
C0476273,501
C0476273,6777
C0476273,6341
C0476273,2033
C0476273,2629
C0476273,5396
C0476273,6439
C0476273,1352
C0476273,5015
C0476273,3977
C0476273,22868
C0476273,51204
C1145670,7080
C1145670,7356
C1145670,5265
C1145670,6440
C1145670,213
C1145670,5286
C1145670,5141
C1145670,6441
C1145670,2548
C1145670,7273
C1145670,3508
C1145670,1401
C1145670,2152
C1145670,1636
C1145670,1103
C1145670,1991
C1145670,7276
C1145670,57190
C1145670,249
C1145670,6439
C1145670,6521
C1145670,7084
C1145670,3908
C1145670,3576
C1145670,7124
C1145670,1639
C0009421,4867
C0009421,1373
C0009421,5020
C0009421,4720
C0009421,594
C0009421,4694
C0009421,773
C0009421,5096
C0009421,5009
C0009421,445
C0009421,540
C0009421,51103
C0009421,4158
C0009421,34
C0009421,443
C0009421,4722
C0009421,2641
C0009421,1376
C0009421,5551
C0009421,10165
C0009421,54840
C0009421,1565
C0009421,10166
C0009421,6584
C0009421,435
C0009421,4723
C0009421,3767
C0009421,7351
C0009421,29078
C0009421,3155
C0009421,25915
C0009421,5428
C0009421,593
C0009421,8942
C0009421,6927
C0009421,3141
C0009421,1374
C0009421,4719
C0009421,1629
C0009421,2203
C0009421,4729
C0009421,4726
C0009421,4724
C0009421,4854
C0009421,2710
C0009421,7252
C0009421,788
C0009421,4709
C0009421,351
C0009421,229
C0009421,6833
C0009421,477
C0009421,55572
C0009421,4715
C0009421,3712
C0009421,5095
C0009421,3172
C0026838,5446
C0026838,4744
C0026838,3897
C0026838,51103
C0026838,4983
C0026838,3064
C0026838,4722
C0026838,55624
C0026838,9782
C0026838,10084
C0026838,5621
C0026838,11128
C0026838,2697
C0026838,25978
C0026838,10978
C0026838,6647
C0026838,54209
C0026838,4695
C0026838,4723
C0026838,8803
C0026838,9409
C0026838,1593
C0026838,8604
C0026838,55703
C0026838,6663
C0026838,6389
C0026838,6792
C0026838,1282
C0026838,4729
C0026838,2074
C0026838,224
C0026838,22931
C0026838,4709
C0026838,6833
C0026838,8799
C0026838,8893
C0026838,4715
C0026838,23400
C0026838,5193
C0026838,26278
C0026838,2072
C0026838,175
C0026838,1509
C0026838,1639
C0026838,6310
C0026838,9915
C0026838,23636
C0026838,4694
C0026838,8242
C0026838,22854
C0026838,1436
C0026838,5873
C0026838,472
C0026838,5828
C0026838,1718
C0026838,10381
C0026838,23600
C0026838,8398
C0026838,5189
C0026838,2073
C0026838,55670
C0026838,23209
C0026838,29078
C0026838,26503
C0026838,1786
C0026838,7167
C0026838,26608
C0026838,5119
C0026838,25915
C0026838,6834
C0026838,8878
C0026838,8504
C0026838,9440
C0026838,8890
C0026838,5830
C0026838,9640
C0026838,3251
C0026838,22930
C0026838,1355
C0026838,4704
C0026838,8139
C0026838,5630
C0026838,4854
C0026838,546
C0026838,55157
C0026838,6609
C0026838,2066
C0026838,8892
C0026838,5194
C0026838,9896
C0026838,538
C0026838,1352
C0026838,5654
C0026838,5190
C0026838,4001
C0026838,1678
C0026838,5192
C0026838,5538
C0026838,283
C0026838,2969
C0026838,4125
C0026838,4705
C0026838,2290
C0026838,2639
C0026838,4720
C0026838,4864
C0026838,2521
C0026838,7415
C0026838,23203
C0026838,443
C0026838,1284
C0026838,5195
C0026838,6873
C0026838,26580
C0026838,2006
C0026838,5445
C0026838,23236
C0026838,23025
C0026838,8891
C0026838,10939
C0026838,5824
C0026838,271
C0026838,9569
C0026838,7305
C0026838,29978
C0026838,9217
C0026838,6535
C0026838,54888
C0026838,4668
C0026838,4719
C0026838,5444
C0026838,50640
C0026838,3028
C0026838,4724
C0026838,25939
C0026838,23322
C0026838,7276
C0026838,10891
C0026838,51010
C0026838,4204
C0026838,2146
C0026838,51741
C0026838,7507
C0026838,5216
C0026838,10535
C0026838,5422
C0026838,23435
C0026838,2043
C0026838,9031
C0026838,6392
C0026838,6311
C0026838,5191
C0026838,617
C0026838,10577
C0026838,26090
C0026838,5982
C0026838,11277
C0026838,8517
C0026838,6697
C0026838,3178
C0026838,2670
C0026838,1892
C0026838,3984
C0026838,27445
C0026838,9445
C0026838,10280
C0026838,29110
C0026838,2071
C0026838,6515
C0026838,4728
C0026838,1268
C0026838,288
C0026838,103
C0026838,2068
C0026838,4976
C0026838,4726
C0026838,10749
C0026838,7461
C0026838,10111
C0026838,55572
C0026838,2512
C0026838,2629
C0026838,25782
C0026838,6314
C0026838,8573
C0026838,22934
C0026838,27010
C0026838,10133
C0026838,1967
C0026838,2632
C0026838,1610
C0026846,9927
C0026846,2966
C0026846,3479
C0026846,90678
C0026846,221938
C0026846,3236
C0026846,7443
C0026846,2688
C0026846,84676
C0026846,859
C0026846,6607
C0026846,1499
C0026846,207
C0026846,6647
C0026846,4671
C0026846,2273
C0026846,51008
C0026846,25937
C0026846,3300
C0026846,3508
C0026846,270
C0026846,8291
C0026846,7317
C0026846,6606
C0026846,9217
C0026846,23299
C0026846,1778
C0026846,367
C0026846,427
C0026846,10370
C0026846,9325
C0026846,10285
C0026846,8293
C0026846,6567
C0026846,57449
C0026846,5631
C0026846,11218
C0026846,538
C0026846,114907
C0026846,2932
C0026846,23095
C0026846,3757
C0026846,7274
C0026846,57716
C0026846,400916
C0026846,7124
C0026846,59341
C0026846,54332
C0026846,8882
C0026846,23531
C0151786,3897
C0151786,6678
C0151786,51103
C0151786,4512
C0151786,1760
C0151786,4722
C0151786,55624
C0151786,7443
C0151786,2697
C0151786,6584
C0151786,6647
C0151786,6948
C0151786,4723
C0151786,1482
C0151786,3663
C0151786,5781
C0151786,1593
C0151786,6340
C0151786,6389
C0151786,4758
C0151786,4618
C0151786,7040
C0151786,4729
C0151786,5837
C0151786,11340
C0151786,6616
C0151786,5894
C0151786,788
C0151786,2074
C0151786,5111
C0151786,4709
C0151786,6833
C0151786,5354
C0151786,5631
C0151786,4513
C0151786,4715
C0151786,23522
C0151786,6598
C0151786,2109
C0151786,4694
C0151786,1440
C0151786,79823
C0151786,8074
C0151786,5213
C0151786,27247
C0151786,23479
C0151786,1437
C0151786,2108
C0151786,5255
C0151786,5257
C0151786,4524
C0151786,3339
C0151786,2332
C0151786,23321
C0151786,29078
C0151786,3845
C0151786,25915
C0151786,5373
C0151786,5830
C0151786,1235
C0151786,6609
C0151786,478
C0151786,2110
C0151786,1161
C0151786,5376
C0151786,55157
C0151786,5194
C0151786,3074
C0151786,538
C0151786,6655
C0151786,7274
C0151786,3106
C0151786,11160
C0151786,3593
C0151786,7504
C0151786,6569
C0151786,2303
C0151786,4720
C0151786,37
C0151786,773
C0151786,5566
C0151786,7415
C0151786,212
C0151786,178
C0151786,2645
C0151786,54344
C0151786,50940
C0151786,54902
C0151786,6424
C0151786,10324
C0151786,1376
C0151786,54840
C0151786,3043
C0151786,1278
C0151786,3630
C0151786,3767
C0151786,6338
C0151786,6016
C0151786,3123
C0151786,10939
C0151786,9197
C0151786,270
C0151786,4535
C0151786,1073
C0151786,4763
C0151786,9056
C0151786,5573
C0151786,2218
C0151786,4668
C0151786,4719
C0151786,3145
C0151786,4724
C0151786,7276
C0151786,1303
C0151786,4541
C0151786,2778
C0151786,857
C0151786,95
C0151786,4893
C0151786,7200
C0151786,23175
C0151786,1756
C0151786,29925
C0151786,7849
C0151786,6329
C0151786,2318
C0151786,4982
C0151786,5216
C0151786,2821
C0151786,2992
C0151786,6392
C0151786,617
C0151786,28976
C0151786,9499
C0151786,2132
C0151786,673
C0151786,4514
C0151786,7273
C0151786,844
C0151786,5660
C0151786,11280
C0151786,6606
C0151786,8216
C0151786,2131
C0151786,4726
C0151786,54805
C0151786,2395
C0151786,8086
C0151786,51099
C0151786,4621
C0151786,5696
C0151786,3651
C0151786,55572
C0151786,7253
C0151786,8573
C0151786,4538
C0151786,4540
C0151786,5922
C0151786,10102
C0151786,6945
C0151786,6654
C0151786,1140
C0151786,10133
C0151786,2632
C0151786,1277
C0015644,5216
C0015644,3315
C0015644,2521
C0015644,7415
C0015644,6311
C0015644,7443
C0015644,25978
C0015644,6647
C0015644,29110
C0015644,5660
C0015644,2717
C0015644,22880
C0015644,9217
C0015644,8878
C0015644,367
C0015644,590
C0015644,55129
C0015644,10749
C0015644,3074
C0015644,10342
C0015644,3094
C0015644,6329
C0026826,5020
C0026826,1806
C0026826,2741
C0026826,5290
C0026826,1760
C0026826,55624
C0026826,7015
C0026826,10243
C0026826,4292
C0026826,6821
C0026826,4644
C0026826,51
C0026826,51750
C0026826,6531
C0026826,6663
C0026826,2956
C0026826,2581
C0026826,1629
C0026826,5053
C0026826,9451
C0026826,2067
C0026826,2074
C0026826,1861
C0026826,5378
C0026826,9215
C0026826,27229
C0026826,23529
C0026826,26277
C0026826,594
C0026826,10585
C0026826,10195
C0026826,2593
C0026826,29968
C0026826,3339
C0026826,3786
C0026826,2073
C0026826,3763
C0026826,1356
C0026826,1727
C0026826,3845
C0026826,8243
C0026826,9244
C0026826,593
C0026826,5092
C0026826,5395
C0026826,538
C0026826,5885
C0026826,8260
C0026826,6334
C0026826,23229
C0026826,3785
C0026826,2743
C0026826,5723
C0026826,1641
C0026826,5551
C0026826,22909
C0026826,7048
C0026826,5073
C0026826,5428
C0026826,4436
C0026826,6535
C0026826,1717
C0026826,4072
C0026826,3141
C0026826,2218
C0026826,6513
C0026826,27030
C0026826,2146
C0026826,5860
C0026826,9152
C0026826,9126
C0026826,29925
C0026826,25836
C0026826,6329
C0026826,5075
C0026826,2760
C0026826,9445
C0026826,673
C0026826,2138
C0026826,5660
C0026826,1736
C0026826,8942
C0026826,4967
C0026826,6326
C0026826,2068
C0026826,9289
C0026826,2629
C0026826,29954
C0013421,410
C0013421,4143
C0013421,25793
C0013421,4722
C0013421,27249
C0013421,1293
C0013421,64601
C0013421,7054
C0013421,11128
C0013421,25978
C0013421,774
C0013421,27089
C0013421,4695
C0013421,4644
C0013421,8803
C0013421,51
C0013421,1593
C0013421,6531
C0013421,55532
C0013421,25953
C0013421,55703
C0013421,6389
C0013421,9757
C0013421,11152
C0013421,10382
C0013421,4361
C0013421,64857
C0013421,6342
C0013421,23230
C0013421,5354
C0013421,1861
C0013421,549
C0013421,1816
C0013421,3208
C0013421,4519
C0013421,23636
C0013421,5805
C0013421,472
C0013421,4329
C0013421,8398
C0013421,8910
C0013421,11284
C0013421,7167
C0013421,112476
C0013421,6834
C0013421,10134
C0013421,8878
C0013421,3251
C0013421,1355
C0013421,4704
C0013421,2774
C0013421,4358
C0013421,80704
C0013421,6622
C0013421,478
C0013421,477
C0013421,1352
C0013421,2782
C0013421,6843
C0013421,1678
C0013421,1476
C0013421,3785
C0013421,4705
C0013421,2290
C0013421,2639
C0013421,773
C0013421,4864
C0013421,540
C0013421,7415
C0013421,54902
C0013421,23312
C0013421,5159
C0013421,26580
C0013421,55145
C0013421,5663
C0013421,54840
C0013421,1137
C0013421,6872
C0013421,5071
C0013421,5160
C0013421,10939
C0013421,5155
C0013421,83636
C0013421,6575
C0013421,4535
C0013421,29978
C0013421,6535
C0013421,1738
C0013421,26275
C0013421,1813
C0013421,4929
C0013421,6513
C0013421,50640
C0013421,2720
C0013421,4724
C0013421,84947
C0013421,4204
C0013421,4541
C0013421,51733
C0013421,60
C0013421,5860
C0013421,163590
C0013421,51601
C0013421,5095
C0013421,51102
C0013421,10535
C0013421,25792
C0013421,1893
C0013421,2643
C0013421,5096
C0013421,6392
C0013421,7080
C0013421,10717
C0013421,617
C0013421,10577
C0013421,8050
C0013421,11277
C0013421,63982
C0013421,10479
C0013421,4539
C0013421,6697
C0013421,8867
C0013421,111
C0013421,1565
C0013421,55697
C0013421,4514
C0013421,4536
C0013421,4728
C0013421,5660
C0013421,6908
C0013421,8575
C0013421,79152
C0013421,80025
C0013421,79734
C0013421,26521
C0013421,9829
C0013421,9627
C0013421,55572
C0013421,2512
C0013421,23516
C0013421,2629
C0013421,8573
C0013421,27010
C0013421,4538
C0013421,4540
C0013421,10102
C0013421,4508
C0027066,158
C0027066,8996
C0027066,2741
C0027066,55163
C0027066,6392
C0027066,6311
C0027066,10667
C0027066,275
C0027066,55624
C0027066,472
C0027066,26580
C0027066,5621
C0027066,151
C0027066,25978
C0027066,7259
C0027066,5663
C0027066,1203
C0027066,774
C0027066,2593
C0027066,6323
C0027066,4830
C0027066,8910
C0027066,5274
C0027066,3786
C0027066,54209
C0027066,6872
C0027066,10243
C0027066,8722
C0027066,10939
C0027066,1200
C0027066,5660
C0027066,1593
C0027066,1106
C0027066,5428
C0027066,10617
C0027066,7305
C0027066,6389
C0027066,6792
C0027066,54982
C0027066,26275
C0027066,6908
C0027066,6900
C0027066,4758
C0027066,4668
C0027066,1759
C0027066,1644
C0027066,427
C0027066,5813
C0027066,3752
C0027066,6326
C0027066,1813
C0027066,1201
C0027066,6622
C0027066,2731
C0027066,4204
C0027066,2562
C0027066,351
C0027066,950
C0027066,5860
C0027066,9570
C0027066,2653
C0027066,2629
C0027066,6334
C0027066,23400
C0027066,5602
C0027066,3746
C0027066,7957
C0027066,2055
C0027066,1476
C0027066,6309
C0027066,3737
C0027066,5538
C0027066,3785
C0027066,8869
C0542476,1893
C0542476,7415
C0542476,1436
C0542476,4512
C0542476,5582
C0542476,5159
C0542476,5621
C0542476,25978
C0542476,5663
C0542476,6687
C0542476,54209
C0542476,2332
C0542476,6492
C0542476,4514
C0542476,8891
C0542476,1786
C0542476,5155
C0542476,6575
C0542476,4535
C0542476,7305
C0542476,8878
C0542476,8890
C0542476,5053
C0542476,2259
C0542476,4854
C0542476,2896
C0542476,8892
C0542476,23230
C0542476,351
C0542476,4541
C0542476,8893
C0542476,4137
C0542476,4513
C0542476,9213
C0542476,4538
C0542476,4540
C0542476,6683
C0542476,1967
C0542476,6843
C0751295,1893
C0751295,7415
C0751295,1436
C0751295,5582
C0751295,4512
C0751295,5159
C0751295,5621
C0751295,25978
C0751295,6687
C0751295,5663
C0751295,54209
C0751295,2332
C0751295,6492
C0751295,4514
C0751295,8891
C0751295,1786
C0751295,5155
C0751295,6575
C0751295,4535
C0751295,7305
C0751295,8878
C0751295,8890
C0751295,5053
C0751295,2259
C0751295,4854
C0751295,2896
C0751295,8892
C0751295,351
C0751295,4541
C0751295,23230
C0751295,8893
C0751295,4137
C0751295,4513
C0751295,9213
C0751295,4538
C0751295,4540
C0751295,6683
C0751295,1967
C0751295,6843
C0002622,11255
C0002622,706
C0002622,2773
C0002622,2922
C0002622,9211
C0002622,5443
C0002622,1437
C0002622,5663
C0002622,5173
C0002622,551
C0002622,3569
C0002622,10280
C0002622,2770
C0002622,5550
C0002622,1268
C0002622,3362
C0002622,2353
C0002622,3552
C0002622,590
C0002622,1385
C0002622,1982
C0002622,1103
C0002622,3359
C0002622,351
C0002622,4803
C0002622,3558
C0002622,43
C0002622,627
C0002622,7200
C0002622,3350
C0002622,6863
C0002622,3363
C0234979,6310
C0234979,7436
C0234979,6311
C0234979,6571
C0234979,54902
C0234979,5159
C0234979,7518
C0234979,6548
C0234979,8398
C0234979,2332
C0234979,25814
C0234979,10939
C0234979,2895
C0234979,5155
C0234979,6575
C0234979,55703
C0234979,3766
C0234979,6785
C0234979,4361
C0234979,5521
C0234979,22
C0234979,2911
C0234979,7274
C0234979,6712
C1838869,9927
C1838869,5566
C1838869,10616
C1838869,7415
C1838869,7170
C1838869,6444
C1838869,8106
C1838869,1293
C1838869,9499
C1838869,23345
C1838869,3178
C1838869,3920
C1838869,1798
C1838869,2273
C1838869,23224
C1838869,7148
C1838869,7555
C1838869,2548
C1838869,7273
C1838869,58
C1838869,844
C1838869,5428
C1838869,8291
C1838869,6606
C1838869,9217
C1838869,4620
C1838869,10345
C1838869,2218
C1838869,1299
C1838869,8898
C1838869,8139
C1838869,4703
C1838869,4625
C1838869,1785
C1838869,1292
C1838869,29954
C1838869,10342
C1838869,4942
C1838869,7169
C1838869,9215
C1838869,10020
C1838869,1291
C1838869,29925
C1838869,6786
C1838869,4508
C1838869,2318
C1838869,54332
C1838869,6261
C0003537,120892
C0003537,3897
C0003537,93986
C0003537,23732
C0003537,2903
C0003537,5621
C0003537,25978
C0003537,5663
C0003537,2904
C0003537,203228
C0003537,6575
C0003537,6567
C0003537,6622
C0003537,4854
C0003537,2896
C0003537,351
C0003537,477
C0003537,4137
C0003537,5327
C0003537,348
C0917816,2299
C0917816,11043
C0917816,2317
C0917816,4722
C0917816,7994
C0917816,767
C0917816,10084
C0917816,2937
C0917816,2627
C0917816,7015
C0917816,24137
C0917816,6948
C0917816,4644
C0917816,1593
C0917816,6197
C0917816,2334
C0917816,4337
C0917816,51761
C0917816,6295
C0917816,1259
C0917816,55280
C0917816,1013
C0917816,6833
C0917816,54187
C0917816,5193
C0917816,6638
C0917816,9487
C0917816,2072
C0917816,6855
C0917816,8492
C0917816,9990
C0917816,4613
C0917816,6598
C0917816,23096
C0917816,594
C0917816,8022
C0917816,23636
C0917816,9343
C0917816,5888
C0917816,7436
C0917816,9401
C0917816,9524
C0917816,22854
C0917816,10295
C0917816,6748
C0917816,10743
C0917816,55215
C0917816,28952
C0917816,54716
C0917816,2904
C0917816,7552
C0917816,23384
C0917816,242
C0917816,7991
C0917816,23090
C0917816,11020
C0917816,5076
C0917816,1804
C0917816,6390
C0917816,593
C0917816,6509
C0917816,2260
C0917816,5830
C0917816,3251
C0917816,8139
C0917816,9759
C0917816,23314
C0917816,51119
C0917816,1807
C0917816,6628
C0917816,477
C0917816,23426
C0917816,23040
C0917816,8260
C0917816,1352
C0917816,7915
C0917816,6496
C0917816,3679
C0917816,4125
C0917816,55180
C0917816,5723
C0917816,9227
C0917816,3054
C0917816,540
C0917816,1741
C0917816,23418
C0917816,275
C0917816,51067
C0917816,26121
C0917816,191
C0917816,26580
C0917816,7227
C0917816,10716
C0917816,1340
C0917816,359
C0917816,5073
C0917816,3614
C0917816,2006
C0917816,5160
C0917816,55315
C0917816,4094
C0917816,23556
